ID,SPID,First_Name,Last_Name,Address,City,State / County / Province,Zip / Post Postal,Country,Phone1,Phone2,email,TimeZone,Languages,Profession,Specialisation,DegreeLevel,Degree,Institution,YearsOfExperience,BankName,BankAccountNumber,BankSWIFTCode,NumberOfTimesListed,TimesConnectedConnected,AmountEarned
1011,SP00000511,Hortencia,Bresser,808 Calle De Industrias,New Waterford,NS,B1H 1Z4,Canada,902-256-6791,902-370-8282,hbresser@aol.com,GMT-5,9,P0003,P0003S0031,DL0002,D0177,INST00158,YOE04,,,,,,
1012,SP00000512,Leanna,Tijerina,2859 Dorsett Rd,North York,ON,M9L 2T9,Canada,416-719-2114,416-658-1773,leanna@cox.net,GMT-5,4,P0001,P0001S0008,DL0003,D0307,INST00244,YOE03,,,,,,
1013,SP00000513,Danilo,Pride,6857 Wall St,Red Deer,AB,T4R 2H5,Canada,403-212-4945,403-888-9985,danilo_pride@hotmail.com,GMT-7,6,P0002,P0002S00015,DL0002,D0174,INST00320,YOE02,,,,,,
1014,SP00000514,Huey,Marcille,169 Journal Sq,Edmonton,AB,T5P 1G9,Canada,780-639-3619,780-520-1241,huey.marcille@gmail.com,GMT-7,"5,4",P0003,P0003S0022,DL0001,D0027,INST00475,YOE01,,,,,,
1015,SP00000515,Apolonia,Warne,3 E 31st St #77,Fredericton,NB,E3G 0A3,Canada,506-978-1488,506-221-1874,apolonia@gmail.com,GMT-5,2,P0001,P0001S0001,DL0003,D0194,INST00137,YOE01,,,,,,
1016,SP00000516,Chandra,Lagos,7 N Dean St,Etobicoke,ON,M8Z 3P6,Canada,416-716-6446,416-822-1760,chandra.lagos@lagos.org,GMT-5,6,P0004,P0004S0047,DL0003,D0265,INST00204,YOE01,,,,,,
1017,SP00000517,Crissy,Pacholec,85 S State St,Barrie,ON,L4N 6T7,Canada,705-477-2307,705-523-6746,crissy@aol.com,GMT-5,2,P0002,P0002S0016,DL0001,D0003,INST00429,YOE06,,,,,,
1018,SP00000518,Gianna,Branin,100 Main St,Calgary,AB,T2K 4X5,Canada,403-337-7162,403-540-5944,gianna@aol.com,GMT-7,5,P0004,P0004S0050,DL0003,D0291,INST00362,YOE04,,,,,,
1019,SP00000519,Valentin,Billa,6185 Bohn St #72,Pangman,SK,S0C 2C0,Canada,306-291-5073,306-316-7477,vbilla@yahoo.com,GMT-6,"8,4",P0001,P0001S0006,DL0002,D0109,INST00271,YOE04,,,,,,
1020,SP00000520,Ilona,Dudash,2 Sutton Pl S #5727,Rouyn-Noranda,QC,J9X 3V4,Canada,819-536-7034,819-413-1530,idudash@dudash.com,GMT-5,4,P0002,P0002S0016,DL0002,D0135,INST00234,YOE02,,,,,,
1021,SP00000521,Willard,Lablanc,1534 Sidco Dr,Leduc,AB,T9E 5A6,Canada,780-384-5410,780-835-8022,wlablanc@yahoo.com,GMT-7,3,P0003,P0003S0038,DL0003,D0268,INST00490,YOE03,,,,,,
1022,SP00000522,Lauryn,Randol,4207 Leon Rd,North Vancouver,BC,V7L 3X6,Canada,604-236-4625,604-597-5482,lauryn@yahoo.com,GMT-8,6,P0002,P0002S0012,DL0003,D0313,INST00451,YOE04,,,,,,
1023,SP00000523,Laurena,Begin,7564 N Academy Ave,London,ON,N6A 1S5,Canada,519-790-8660,519-942-6403,laurena.begin@begin.com,GMT-5,6,P0003,P0003S0044,DL0003,D0292,INST00264,YOE01,,,,,,
1024,SP00000524,Elise,Michelle,88 E Saint Elmo Rd,Hamilton,ON,L8R 3J3,Canada,905-652-4509,905-695-9406,elise@gmail.com,GMT-5,"5,3",P0004,P0004S0050,DL0002,D0077,INST00372,YOE03,,,,,,
1025,SP00000525,Corrie,Kardell,75 Westchester Ave,Pierrefonds,QC,H9J 1W6,Canada,514-203-7817,514-329-4482,corrie_kardell@aol.com,GMT-5,9,P0002,P0002S0010,DL0003,D0253,INST00456,YOE06,,,,,,
1026,SP00000526,Kimberely,Rabuse,89 W 35th St #1,Windsor,ON,N8S 3R1,Canada,519-912-5533,519-814-7675,kimberely.rabuse@cox.net,GMT-5,9,P0001,P0001S0001,DL0002,D0166,INST00075,YOE04,,,,,,
1027,SP00000527,Tish,Violett,1 Norris Ave #4095,Laval,QC,H7W 5K7,Canada,450-840-7605,450-571-7613,tish.violett@violett.com,GMT-5,2,P0003,P0003S0024,DL0003,D0251,INST00168,YOE05,,,,,,
1028,SP00000528,Hollis,Stanfield,5174 Interstate 45 N,Yellowhead County,AB,T7E 3A7,Canada,780-574-5620,780-994-8693,hollis.stanfield@aol.com,GMT-7,6,P0002,P0002S0014,DL0001,D0026,INST00246,YOE01,,,,,,
1029,SP00000529,Andree,Christmann,765 Rock Island Rd,Strathroy,ON,N7G 3K6,Canada,519-872-6826,519-648-4096,andree.christmann@cox.net,GMT-5,"9,2",P0002,P0002S0010,DL0002,D0128,INST00019,YOE06,,,,,,
1030,SP00000530,Lyla,Fucillo,7979 33  191,North River,NS,B6L 6N1,Canada,902-844-1174,902-727-6846,lyla_fucillo@cox.net,GMT-5,8,P0002,P0002S0013,DL0003,D0248,INST00091,YOE03,,,,,,
1031,SP00000531,Felton,Yafuso,202 Madison Ave,Ottawa,ON,K1Y 1M2,Canada,613-749-1169,613-603-5671,felton.yafuso@gmail.com,GMT-5,3,P0002,P0002S0016,DL0002,D0100,INST00340,YOE03,,,,,,
1032,SP00000532,Dell,Polino,56 Corporate Dr,Becancour,QC,G9H 1H7,Canada,819-255-1725,819-960-7659,dell_polino@polino.com,GMT-5,8,P0002,P0002S0012,DL0002,D0085,INST00104,YOE03,,,,,,
1033,SP00000533,Nohemi,Leko,37 Us Highway 12e E #6,Sault Ste. Marie,ON,P6C 2C8,Canada,705-838-9265,705-876-8353,nohemi@aol.com,GMT-5,8,P0003,P0003S0025,DL0002,D0168,INST00088,YOE03,,,,,,
1034,SP00000534,Tambra,Lembke,6734 W Jackson Blvd,Salmon Arm,BC,V1E 4G9,Canada,250-353-7479,250-437-2898,tlembke@lembke.org,GMT-8,"7,6",P0003,P0003S0027,DL0003,D0314,INST00285,YOE04,,,,,,
1035,SP00000535,Vicki,Maikoksoong,7 Tomahawk Dr,Richmond,BC,V7A 3N1,Canada,604-231-6180,604-518-2078,vicki@gmail.com,GMT-8,6,P0002,P0002S0015,DL0003,D0198,INST00383,YOE03,,,,,,
1036,SP00000536,Renato,Airhart,1 Vernon Blvd,Calgary,AB,T2A 2H9,Canada,403-444-2250,403-232-4114,renato_airhart@hotmail.com,GMT-7,8,P0003,P0003S0026,DL0003,D0225,INST00132,YOE05,,,,,,
1037,SP00000537,Lenita,Darbro,2726 Franklin Hill Rd,Vernon,BC,V1T 7V8,Canada,250-749-4517,250-607-3667,lenita@yahoo.com,GMT-8,4,P0004,P0004S0049,DL0003,D0238,INST00058,YOE04,,,,,,
1038,SP00000538,Barney,Hagen,6335 Fort Myer Dr,Saint-Hyacinthe,QC,J2S 2N3,Canada,450-526-5424,450-755-7626,barney@yahoo.com,GMT-5,8,P0001,P0001S0001,DL0003,D0311,INST00391,YOE05,,,,,,
1039,SP00000539,Matthew,Armacost,220 Old Us Highway 441,Peterborough,ON,K9H 6C3,Canada,705-417-7221,705-937-7391,matthew_armacost@gmail.com,GMT-5,"2,4",P0004,P0004S0052,DL0003,D0184,INST00463,YOE03,,,,,,
1040,SP00000540,Belen,Nelton,77 Central Pky N,Quesnel,BC,V2J 1N4,Canada,250-768-5812,250-801-3234,bnelton@gmail.com,GMT-8,1,P0001,P0001S0004,DL0003,D0231,INST00137,YOE02,,,,,,
1041,SP00000541,Iesha,Wardle,781 Alabama Ave,Etobicoke,ON,M8Z 2C1,Canada,416-989-2001,416-615-4957,iesha@gmail.com,GMT-5,9,P0003,P0003S0021,DL0002,D0129,INST00239,YOE01,,,,,,
1042,SP00000542,Francesco,Sarchet,22 Dearborn St,Regina,SK,S4T 4B1,Canada,306-524-4509,306-353-2821,francesco@hotmail.com,GMT-6,9,P0004,P0004S0049,DL0002,D0158,INST00167,YOE06,,,,,,
1043,SP00000543,Paulene,Rhule,21 E 64th Ave,Matane,QC,G4W 3G6,Canada,418-348-2107,418-378-2652,paulene_rhule@rhule.org,GMT-5,4,P0001,P0001S0008,DL0003,D0241,INST00318,YOE01,,,,,,
1044,SP00000544,Carole,Hughlett,9 N Central Ave,Abbotsford,BC,V2S 5R3,Canada,604-262-8556,604-598-8225,carole_hughlett@hughlett.com,GMT-8,"7,4",P0001,P0001S0007,DL0002,D0169,INST00242,YOE05,,,,,,
1045,SP00000545,Miss,Dunning,38 Douglas Rd E #39,Regina,SK,S4R 1J5,Canada,306-508-8874,306-844-7974,mdunning@gmail.com,GMT-6,6,P0001,P0001S0003,DL0004,D0317,INST00232,YOE04,,,,,,
1046,SP00000546,Elfrieda,Hinsch,4929 Sidney St #8276,Vernon,BC,V1T 4A3,Canada,250-454-9384,250-243-5520,elfrieda_hinsch@hinsch.org,GMT-8,1,P0003,P0003S0027,DL0003,D0290,INST00145,YOE02,,,,,,
1047,SP00000547,Edelmira,Calzado,4936 Walcott Rd,Regina,SK,S4R 3M1,Canada,306-611-7185,306-432-3860,edelmira@hotmail.com,GMT-6,3,P0004,P0004S0048,DL0001,D0064,INST00311,YOE01,,,,,,
1048,SP00000548,Jaime,Wasurick,6760 E Fayette St #9,Saint-Damien,QC,J0K 2N1,Canada,450-531-8633,450-988-2708,jaime_wasurick@hotmail.com,GMT-5,9,P0004,P0004S0051,DL0003,D0284,INST00103,YOE01,,,,,,
1049,SP00000549,Lera,Hua,6638 S Webster St #491,Miramichi,NB,E1V 2N4,Canada,506-556-4300,506-802-9529,lhua@aol.com,GMT-5,"7,4",P0001,P0001S0001,DL0003,D0272,INST00156,YOE05,,,,,,
1050,SP00000550,Jame,Mastro,4465 James St,Kitchener,ON,N2N 1Y6,Canada,519-920-7003,519-719-2960,jmastro@aol.com,GMT-5,9,P0004,P0004S0047,DL0003,D0268,INST00097,YOE03,,,,,,
1051,SP00000551,Jillian,Hailstone,8721 Everett Rd,Mississauga,ON,L4Z 2V7,Canada,905-864-2257,905-995-7113,jhailstone@yahoo.com,GMT-5,7,P0001,P0001S0004,DL0002,D0148,INST00271,YOE02,,,,,,
1052,SP00000552,Louis,Zarling,6 E Kingsbridge Rd,Stoneham-Et-Tewkesbury,QC,G3C 2A8,Canada,418-568-3216,418-396-2430,louis@zarling.com,GMT-5,9,P0002,P0002S0015,DL0004,D0318,INST00349,YOE06,,,,,,
1053,SP00000553,Emmett,Mcshaw,920 Union Blvd,Sault Ste. Marie,ON,P6B 5Y2,Canada,705-581-1220,705-779-8510,emmett_mcshaw@cox.net,GMT-5,8,P0004,P0004S0046,DL0003,D0293,INST00379,YOE02,,,,,,
1054,SP00000554,Tammy,Sams,5 Secaucus Rd,Nanaimo,BC,V9R 5W6,Canada,250-226-1002,250-625-6517,tammy_sams@sams.com,GMT-8,"6,6",P0001,P0001S0003,DL0002,D0089,INST00174,YOE05,,,,,,
1055,SP00000555,Willis,Wylie,646 9th St,Saint-Raymond,QC,G3L 3X9,Canada,418-833-1949,418-933-6430,willis@yahoo.com,GMT-5,1,P0002,P0002S0014,DL0002,D0152,INST00318,YOE03,,,,,,
1056,SP00000556,Maxima,Brzozowski,864 Aupuni St,St Catharines,ON,L2T 2V2,Canada,905-569-6732,905-595-2866,mbrzozowski@aol.com,GMT-5,2,P0003,P0003S0037,DL0004,D0329,INST00466,YOE02,,,,,,
1057,SP00000557,Boris,Latif,9390 Fortin Dr,Quebec,QC,G1M 2H8,Canada,418-459-4884,418-668-9068,boris.latif@latif.com,GMT-5,6,P0001,P0001S0006,DL0001,D0003,INST00217,YOE03,,,,,,
1058,SP00000558,Salina,Knavel,4 Newark St,Arnprior,ON,K7S 2G8,Canada,613-280-7170,613-942-9083,salina.knavel@gmail.com,GMT-5,8,P0001,P0001S0001,DL0003,D0288,INST00046,YOE05,,,,,,
1059,SP00000559,Justa,Dini,8 J St,Vernon,BC,V1T 6J8,Canada,250-982-9377,250-460-8500,justa.dini@hotmail.com,GMT-8,"7,9",P0001,P0001S0006,DL0003,D0187,INST00121,YOE06,,,,,,
1060,SP00000560,Amalia,Wolfgang,394 Dice Rd #861,Windsor,ON,N8N 3V8,Canada,519-219-3608,519-885-5104,amalia_wolfgang@wolfgang.org,GMT-5,5,P0003,P0003S0021,DL0003,D0221,INST00226,YOE02,,,,,,
1061,SP00000561,Felix,Tutterrow,92 W 39th St #9990,London,ON,N6G 3E5,Canada,519-426-7161,519-845-2626,ftutterrow@tutterrow.org,GMT-5,3,P0002,P0002S0013,DL0002,D0134,INST00226,YOE04,,,,,,
1062,SP00000562,Eura,Mcglocklin,9 N Monroe St,Lloydminster,SK,S9V 0C6,Canada,306-979-2571,306-813-8269,eura@mcglocklin.org,GMT-6,7,P0004,P0004S0048,DL0003,D0312,INST00120,YOE01,,,,,,
1063,SP00000563,Lang,Heuring,2 Global Rd,Cambridge,ON,N1R 2X2,Canada,519-985-7311,519-864-3447,lang@cox.net,GMT-5,6,P0004,P0004S0051,DL0003,D0224,INST00469,YOE03,,,,,,
1064,SP00000564,Agustin,Lakatos,23 E Wacker Dr #64,Becancour,QC,G9H 4T4,Canada,819-365-5394,819-820-9025,agustin.lakatos@hotmail.com,GMT-5,"6,9",P0003,P0003S0038,DL0001,D0040,INST00189,YOE05,,,,,,
1065,SP00000565,Jaime,Lowrance,1 Nw 167th St,Winnipeg,MB,R3J 2Z1,Canada,204-438-6204,204-941-5253,jaime.lowrance@lowrance.org,GMT-6,9,P0004,P0004S0047,DL0003,D0234,INST00057,YOE06,,,,,,
1066,SP00000566,Carman,Gudiel,1 Frontage Rd,St. Johns,NL,A1B 5B3,Canada,709-366-8943,709-882-9189,carman@gmail.com,GMT-3.5,8,P0003,P0003S0037,DL0003,D0273,INST00318,YOE03,,,,,,
1067,SP00000567,Argelia,Hofbauer,5 Columbia,North Vancouver,BC,V7J 2J9,Canada,604-823-2881,604-904-3459,argelia.hofbauer@cox.net,GMT-8,1,P0003,P0003S0026,DL0003,D0237,INST00259,YOE01,,,,,,
1068,SP00000568,Mammie,Cisney,14 E 30th St,Montreal,QC,H1E 1R4,Canada,514-205-4258,514-841-9635,mammie@cox.net,GMT-5,4,P0003,P0003S0036,DL0002,D0096,INST00048,YOE06,,,,,,
1069,SP00000569,Rashad,Menino,8 Commercial Ave,Carleton Place,ON,K7C 2T3,Canada,613-697-2555,613-841-5430,rashad.menino@menino.com,GMT-5,"3,10",P0003,P0003S0034,DL0002,D0095,INST00435,YOE03,,,,,,
1070,SP00000570,Janna,Bastain,41 Drive  Hwy 54s S,Vancouver,BC,V6N 3C5,Canada,604-575-7837,604-519-7671,janna@bastain.com,GMT-8,9,P0003,P0003S0039,DL0003,D0260,INST00044,YOE03,,,,,,
1071,SP00000571,Callie,Neikirk,6601 Park Ave #9924,Mississauga,ON,L4T 0A1,Canada,905-465-6909,905-894-7244,callie.neikirk@neikirk.org,GMT-5,1,P0003,P0003S0031,DL0004,D0318,INST00209,YOE06,,,,,,
1072,SP00000572,Coral,Helmcamp,4184 E 142nd St,Toronto,ON,M5V 0B4,Canada,416-589-6075,416-469-6933,coral.helmcamp@helmcamp.org,GMT-5,8,P0004,P0004S0051,DL0001,D0056,INST00293,YOE02,,,,,,
1073,SP00000573,Xenia,Mushero,1 El Camino Ave #39,Kingston,ON,K7K 1P6,Canada,613-714-1829,613-877-4457,xenia@aol.com,GMT-5,6,P0003,P0003S0021,DL0003,D0288,INST00062,YOE03,,,,,,
1074,SP00000574,Adelle,Nitcher,10 Midway Dr,Thorold,ON,L2V 5C7,Canada,905-998-3758,905-848-6892,anitcher@aol.com,GMT-5,"6,1",P0001,P0001S0007,DL0002,D0077,INST00115,YOE02,,,,,,
1075,SP00000575,Hildegarde,Wehrwein,2 Cottman Ave,West Vancouver,BC,V7T 1R7,Canada,604-960-7463,604-475-5636,hwehrwein@gmail.com,GMT-8,5,P0002,P0002S0012,DL0002,D0148,INST00144,YOE02,,,,,,
1076,SP00000576,Phuong,Sugai,8926 E 119th St #9,Lavaltrie,QC,J5T 2C7,Canada,450-501-4406,450-760-5225,psugai@gmail.com,GMT-5,5,P0004,P0004S0048,DL0003,D0191,INST00250,YOE06,,,,,,
1077,SP00000577,Leontine,Lafoy,191 Richland St #5,Quebec,QC,G1J 4B2,Canada,418-271-8667,418-975-7693,llafoy@aol.com,GMT-5,7,P0003,P0003S0022,DL0002,D0087,INST00056,YOE04,,,,,,
1078,SP00000578,Darell,Mcalarney,8 E 92nd St,Ajax,ON,L1S 6V3,Canada,905-846-7737,905-741-3908,darell_mcalarney@mcalarney.com,GMT-5,9,P0001,P0001S0008,DL0003,D0301,INST00242,YOE04,,,,,,
1079,SP00000579,Madonna,Landman,283 Andover St,Castlegar,BC,V1N 3P7,Canada,250-307-7698,250-281-5616,madonna.landman@landman.com,GMT-8,"4,9",P0002,P0002S0012,DL0003,D0240,INST00451,YOE06,,,,,,
1080,SP00000580,Chuck,Berggren,764 Louisville Plac,St. Johns,NL,A1E 2L8,Canada,709-534-6576,709-374-6188,chuck@gmail.com,GMT-3.5,8,P0003,P0003S0025,DL0003,D0276,INST00486,YOE05,,,,,,
1081,SP00000581,Gregg,Epperheimer,59 W Jackson Blvd #11,Lasalle,QC,H8R 3T2,Canada,514-302-4158,514-293-8889,gepperheimer@aol.com,GMT-5,6,P0002,P0002S0017,DL0002,D0077,INST00224,YOE05,,,,,,
1082,SP00000582,Yan,Bubrig,712 N 5th St,Grand Manan,NB,E5G 1L1,Canada,506-493-4894,506-822-2002,yan@cox.net,GMT-5,4,P0002,P0002S0014,DL0001,D0002,INST00059,YOE02,,,,,,
1083,SP00000583,Stephanie,Garlett,6 L St #1761,Kanata,ON,K2T 1G5,Canada,613-557-7338,613-998-1215,stephanie.garlett@gmail.com,GMT-5,6,P0004,P0004S0046,DL0002,D0146,INST00352,YOE02,,,,,,
1084,SP00000584,Alberto,Stenquist,6126 E 14th St #6,St Catharines,ON,L2N 6C7,Canada,905-435-9456,905-433-2538,alberto_stenquist@stenquist.org,GMT-5,"8,3",P0002,P0002S0011,DL0001,D0045,INST00270,YOE05,,,,,,
1085,SP00000585,Wayne,Shivers,865 Ponce De Leon Blvd,Chicoutimi,QC,G7H 6A2,Canada,418-374-1965,418-323-3965,wayne@aol.com,GMT-5,2,P0002,P0002S0016,DL0001,D0044,INST00109,YOE01,,,,,,
1086,SP00000586,Kristal,Bothe,896 Pershing Ave,Paradise,NL,A1L 2Y8,Canada,709-976-5766,709-937-7068,kristal@hotmail.com,GMT-3.5,4,P0002,P0002S0014,DL0001,D0030,INST00378,YOE04,,,,,,
1087,SP00000587,Florencia,Stadel,178 Riverdale Rd,Ingersoll,ON,N5C 2W2,Canada,519-961-7871,519-283-2137,fstadel@gmail.com,GMT-5,7,P0001,P0001S0008,DL0003,D0258,INST00115,YOE05,,,,,,
1088,SP00000588,Darrin,Tumolillo,4 Pedretti Ave #2,Saskatoon,SK,S7H 1X9,Canada,306-748-5721,306-438-8135,darrin@tumolillo.com,GMT-6,4,P0002,P0002S009,DL0003,D0216,INST00264,YOE01,,,,,,
1089,SP00000589,Freeman,Rudig,4 W Sedgley Ave,Otterburn Park,QC,J3H 4V8,Canada,450-347-6388,450-586-7429,freeman@yahoo.com,GMT-5,"2,2",P0003,P0003S0018,DL0003,D0258,INST00150,YOE03,,,,,,
1090,SP00000590,Lazaro,Mollison,31 E Middlefield Rd #8555,Beloeil,QC,J3G 3J4,Canada,450-356-6427,450-270-3903,lazaro@gmail.com,GMT-5,3,P0002,P0002S0011,DL0003,D0311,INST00135,YOE04,,,,,,
1091,SP00000591,Ellsworth,Rieg,7662 Us Highway 46 #9003,Napanee,ON,K7R 1K5,Canada,613-862-4724,613-414-6589,erieg@hotmail.com,GMT-5,4,P0002,P0002S0012,DL0003,D0258,INST00023,YOE04,,,,,,
1092,SP00000592,Brinda,Mrkvicka,1 Park Ave,Newbridge,NB,E7N 1J4,Canada,506-392-8334,506-912-9599,brinda.mrkvicka@gmail.com,GMT-5,8,P0002,P0002S0012,DL0003,D0291,INST00190,YOE04,,,,,,
1093,SP00000593,Florinda,Mackedanz,2782 Midland Ave,Dieppe,NB,E1A 8X6,Canada,506-230-8075,506-590-6765,florinda_mackedanz@mackedanz.org,GMT-5,3,P0002,P0002S009,DL0002,D0135,INST00089,YOE02,,,,,,
1094,SP00000594,Nadine,Swartzbeck,3 Federal Blvd,Beloeil,QC,J3G 4M4,Canada,450-353-2331,450-552-2449,nadine_swartzbeck@swartzbeck.org,GMT-5,"4,3",P0001,P0001S0006,DL0001,D0009,INST00219,YOE02,,,,,,
1095,SP00000595,Arlette,Torchio,485 Rolling Rd,Lasalle,QC,H8R 3C2,Canada,514-459-6883,514-330-7587,arlette_torchio@hotmail.com,GMT-5,3,P0004,P0004S0049,DL0001,D0027,INST00367,YOE06,,,,,,
1096,SP00000596,Adolph,Krivanec,6605 Federal St,Etobicoke,ON,M8Y 3L6,Canada,416-736-1436,416-293-9664,akrivanec@hotmail.com,GMT-5,1,P0004,P0004S0049,DL0002,D0077,INST00042,YOE05,,,,,,
1097,SP00000597,Georgiana,Colbath,505 E 9mile Rd,Sainte-Therese,QC,J7E 3C9,Canada,450-409-1254,450-825-8316,gcolbath@hotmail.com,GMT-5,4,P0001,P0001S0006,DL0003,D0211,INST00258,YOE06,,,,,,
1098,SP00000598,Rana,Lehn,32 Rocklyn Ave,Milton,ON,L9T 5W8,Canada,905-286-8285,905-602-1487,rlehn@yahoo.com,GMT-5,2,P0003,P0003S0045,DL0001,D0063,INST00366,YOE03,,,,,,
1099,SP00000599,Chi,Morgan,2953 5th Ave #27,Saint-Raymond,QC,G3L 3K2,Canada,418-922-5578,418-327-9560,chi@gmail.com,GMT-5,"5,1",P0002,P0002S0017,DL0001,D0003,INST00265,YOE02,,,,,,
1100,SP00000600,Starr,Prothro,133 Us Highway 206,Chicoutimi,QC,G7H 4M5,Canada,418-811-3750,418-867-8129,sprothro@prothro.com,GMT-5,5,P0004,P0004S0048,DL0003,D0231,INST00074,YOE05,,,,,,
1101,SP00000601,Glennis,Roseum,1 Pershing Ave,Brandon,MB,R7A 4C6,Canada,204-514-9319,204-206-2818,glennis.roseum@gmail.com,GMT-6,4,P0003,P0003S0025,DL0002,D0079,INST00350,YOE01,,,,,,
1102,SP00000602,Thea,Petermeier,402 Santa Isabel Ave,Sept-Iles,QC,G4S 1Z5,Canada,418-360-6739,418-579-7203,thea@hotmail.com,GMT-5,1,P0002,P0002S0015,DL0001,D0015,INST00408,YOE06,,,,,,
1103,SP00000603,Rosalind,Persechino,86 Shady Run Rd,Kanata,ON,K2M 1E6,Canada,613-975-5760,613-310-5882,rosalind.persechino@aol.com,GMT-5,4,P0003,P0003S0019,DL0001,D0025,INST00197,YOE03,,,,,,
1104,SP00000604,Shenika,Tapian,4 Collier Rd Nw,Ottawa,ON,K1S 1N5,Canada,613-219-1869,613-639-9327,shenika.tapian@aol.com,GMT-5,"6,2",P0002,P0002S0011,DL0002,D0104,INST00314,YOE03,,,,,,
1105,SP00000605,Veta,Vandeberg,940 E Jefferson Ave,Juniper,NB,E7L 1G1,Canada,506-996-1241,506-589-3482,vvandeberg@gmail.com,GMT-5,2,P0004,P0004S0049,DL0004,D0338,INST00032,YOE02,,,,,,
1106,SP00000606,Herschel,Geneseo,7753 W 8th,Toronto,ON,M4V 1Y3,Canada,416-786-7887,416-325-4082,herschel@geneseo.com,GMT-5,1,P0004,P0004S0046,DL0002,D0160,INST00281,YOE05,,,,,,
1107,SP00000607,Dianne,Tomasic,53 6  17 M At Bradleys,Dartmouth,NS,B2Y 3L2,Canada,902-938-6891,902-250-5089,dianne@yahoo.com,GMT-5,4,P0001,P0001S0004,DL0003,D0311,INST00200,YOE02,,,,,,
1108,SP00000608,Micah,Gerten,103 Madison Ave,St. Johns,NL,A1E 2J5,Canada,709-581-5842,709-472-4405,micah@cox.net,GMT-3.5,9,P0003,P0003S0036,DL0001,D0001,INST00116,YOE03,,,,,,
1109,SP00000609,Kaycee,Alaibilla,8788 E 64th Ave,Vancouver,BC,V6R 1N3,Canada,604-992-6045,604-609-6898,kaycee.alaibilla@yahoo.com,GMT-8,"6,8",P0004,P0004S0051,DL0003,D0239,INST00138,YOE06,,,,,,
1110,SP00000610,Tesha,Brang,831 Vanowen St #5,Montreal,QC,H4K 2N2,Canada,514-432-5290,514-232-9502,tesha@aol.com,GMT-5,4,P0004,P0004S0052,DL0003,D0201,INST00151,YOE04,,,,,,
1111,SP00000611,Marya,Chhour,661 Pitkin Ave,Calgary,AB,T3Z 3S8,Canada,403-382-4146,403-980-7897,marya@cox.net,GMT-7,5,P0004,P0004S0052,DL0002,D0082,INST00337,YOE05,,,,,,
1112,SP00000612,Ronnie,Kettelle,3 Avenue Rt 295 #199,Halifax,NS,B3H 1M2,Canada,902-367-7042,902-331-8779,ronnie_kettelle@aol.com,GMT-5,9,P0002,P0002S0017,DL0002,D0144,INST00228,YOE01,,,,,,
1113,SP00000613,Mabel,Fower,709 W Waters Ave,Chicoutimi,QC,G7H 3T5,Canada,418-339-7473,418-795-6863,mabel_fower@fower.com,GMT-5,4,P0003,P0003S0028,DL0003,D0241,INST00353,YOE02,,,,,,
1114,SP00000614,Harley,Works,27 Spring St,Woodstock,ON,N4S 2K1,Canada,519-913-7772,519-633-3173,harley@cox.net,GMT-5,"8,6",P0001,P0001S0002,DL0001,D0049,INST00278,YOE06,,,,,,
1115,SP00000615,Joye,Nedman,9 Court St,Regina,SK,S4N 3J4,Canada,306-991-3698,306-775-6775,joye@cox.net,GMT-6,5,P0004,P0004S0046,DL0002,D0097,INST00377,YOE05,,,,,,
1116,SP00000616,Luisa,Harnish,82 Westminster Blvd,Vancouver,BC,V5X 2B5,Canada,604-399-1449,604-967-7334,lharnish@harnish.com,GMT-8,8,P0002,P0002S0016,DL0002,D0153,INST00234,YOE02,,,,,,
1117,SP00000617,Stacey,Lortz,5039 Coffee Rd,Scarborough,ON,M1K 1H4,Canada,416-310-1610,416-753-5069,stacey_lortz@aol.com,GMT-5,1,P0001,P0001S0002,DL0002,D0112,INST00423,YOE01,,,,,,
1118,SP00000618,Reyes,Mesmer,9 E Thayer Ave #3,Hamilton,ON,L8S 2N1,Canada,905-402-9203,905-297-5980,reyes@mesmer.org,GMT-5,2,P0001,P0001S0007,DL0002,D0151,INST00004,YOE06,,,,,,
1119,SP00000619,Avery,Demus,1 Highland Ave,Maple Ridge,BC,V4R 1Z3,Canada,604-548-4412,604-855-5368,avery.demus@aol.com,GMT-8,"3,7",P0001,P0001S0004,DL0002,D0103,INST00243,YOE06,,,,,,
1120,SP00000620,Colby,Scotts,7 E 1st St,Barrie,ON,L4N 3M9,Canada,705-668-5094,705-288-6886,cscotts@aol.com,GMT-5,6,P0003,P0003S0021,DL0003,D0291,INST00128,YOE06,,,,,,
1121,SP00000621,Afton,Wrinkle,652 5th Ave,Ottawa,ON,K1N 6S5,Canada,613-851-7883,613-887-9528,awrinkle@wrinkle.org,GMT-5,3,P0002,P0002S0010,DL0001,D0011,INST00167,YOE02,,,,,,
1122,SP00000622,India,Sifford,162 Sunrise Plz,Toronto,ON,M5N 1J1,Canada,416-866-6707,416-539-4631,isifford@sifford.org,GMT-5,8,P0001,P0001S0005,DL0002,D0071,INST00246,YOE01,,,,,,
1123,SP00000623,Brunilda,Coin,300 Congers Rd #77,Saint-Paul,NB,E4T 3B9,Canada,506-327-7460,506-881-6523,brunilda_coin@aol.com,GMT-5,3,P0003,P0003S0020,DL0003,D0248,INST00430,YOE04,,,,,,
